mm_feature,gold_horizon,lag_weeks,correlation,rank_correlation,sample_count,interpretation
mm_net_velocity_12w,1W,4,-0.03917637315420948,-0.04977469387442675,808,weak_historical_structure_relationship
mm_net_velocity_12w,1W,8,-0.03285636609417113,-0.05598168032494568,804,weak_historical_structure_relationship
mm_net_velocity_12w,2W,-8,0.12776333924397623,0.1464563161785738,812,mm_structure_feature_lags_or_confirms_gold_8w_positive_historical_alignment
mm_net_velocity_12w,2W,-4,0.16824110298194267,0.17196399295423473,812,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_12w,2W,-2,0.2540123689279869,0.2765282404353905,812,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_12w,2W,0,0.20362253700416538,0.2481656532397956,812,same_week_positive_historical_alignment
mm_net_velocity_12w,2W,2,-0.06965810797693867,-0.0642931940143811,810,weak_historical_structure_relationship
mm_net_velocity_12w,2W,4,-0.06482382994770612,-0.07477101133557955,808,weak_historical_structure_relationship
mm_net_velocity_12w,2W,8,-0.043158129760113254,-0.06169951379295967,804,weak_historical_structure_relationship
mm_net_velocity_12w,4W,-8,0.16286686807231657,0.17408164400936946,812,mm_structure_feature_lags_or_confirms_gold_8w_positive_historical_alignment
mm_net_velocity_12w,4W,-4,0.20027849407712292,0.20369565349801008,812,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_12w,4W,-2,0.3009064223121178,0.31428874961123493,812,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_12w,4W,0,0.32743096615937956,0.3695173836473766,812,same_week_positive_historical_alignment
mm_net_velocity_12w,4W,2,0.09691018042191014,0.12789755314442733,810,mm_structure_feature_leads_gold_2w_positive_historical_alignment
mm_net_velocity_12w,4W,4,-0.09547251266816847,-0.08211074852951936,808,weak_historical_structure_relationship
mm_net_velocity_12w,4W,8,-0.05404622313969727,-0.06670041446156066,804,weak_historical_structure_relationship
mm_net_velocity_12w,8W,-8,-0.07767773652204786,-0.06206624227238335,812,weak_historical_structure_relationship
mm_net_velocity_12w,8W,-4,0.25742369567154866,0.28341871177964534,812,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_12w,8W,-2,0.3352818712320641,0.37787251161924734,812,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_12w,8W,0,0.3749586325823668,0.42679044263143273,812,same_week_positive_historical_alignment
mm_net_velocity_12w,8W,2,0.2851670275117288,0.32007815045466476,810,mm_structure_feature_leads_gold_2w_positive_historical_alignment
mm_net_velocity_12w,8W,4,0.16707656581875044,0.20047372292689858,808,mm_structure_feature_leads_gold_4w_positive_historical_alignment
mm_net_velocity_12w,8W,8,-0.11001945734303474,-0.0981676109712161,804,weak_historical_structure_relationship
