window,historical_start_date,historical_end_date,similarity_score,current_path,historical_path,historical_gold_return_1w,historical_gold_return_2w,historical_gold_return_4w,historical_gold_return_8w
4W,2019-01-08,2019-02-05,91.32505173390155,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[22.4359, 20.5128, 17.9487, 21.7949, 26.9231]",0.0045864548417275,0.0247173108552631,0.0241583550339832,0.058217187645136
4W,2020-08-11,2020-09-08,91.231822733142,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[39.7436, 39.1026, 38.4615, 41.6667, 43.5897]",-0.0178843369805576,0.0110890002251384,0.0002069876948753,0.0676019143181818
4W,2019-04-16,2019-05-14,91.0333539021562,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[13.4615, 12.8205, 17.9487, 18.5897, 35.8974]",0.0087261014194586,0.0092765059953192,0.0173660034652776,-0.0078927577227011
4W,2020-05-26,2020-06-23,90.93081455527545,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[44.8718, 43.5897, 41.6667, 44.2308, 50.0]",0.0245721557585025,0.0334752586741684,0.0394767273757847,0.0360128474632783
4W,2014-01-21,2014-02-18,90.83061994259742,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[7.0513, 16.6667, 14.1026, 21.7949, 32.6923]",0.0268196079689273,0.0583206861449945,0.0663285028616706,0.0992448576955502
4W,2014-01-28,2014-02-25,90.82829212789161,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[16.6667, 14.1026, 21.7949, 32.6923, 48.0769]",0.0138144859233491,0.0410045929890328,0.0735411670663468,0.1173974313335461
4W,2012-10-30,2012-11-27,90.73921950444402,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[27.5641, 18.5897, 24.359, 29.4872, 40.3846]",0.0110259984554195,0.0104396244691724,0.0182944218313001,-0.0172053933773944
8W,2022-11-29,2023-01-24,92.36420462868192,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[9.6154, 12.8205, 17.9487, 18.5897, 26.2821, 28.8462, 33.9744, 39.7436, 47.4359]",0.0139996192983236,0.0332870536657392,0.0656270511249128,0.1060970014926454
8W,2019-04-09,2019-06-04,91.88805161344126,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[26.9231, 13.4615, 12.8205, 17.9487, 18.5897, 35.8974, 20.5128, 25.641, 53.2051]",0.0367411080407853,0.0404088242248918,0.0310868908563011,0.0152666086797563
8W,2022-11-22,2023-01-17,91.14594766475034,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[10.8974, 9.6154, 12.8205, 17.9487, 18.5897, 26.2821, 28.8462, 33.9744, 39.7436]",0.0190211455708062,0.0366907657724309,0.0502780580044721,0.0971638368517644
8W,2018-12-24,2019-02-19,90.86803743418817,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[26.2821, 27.5641, 22.4359, 20.5128, 17.9487, 21.7949, 26.9231, 26.2821, 41.6667]",0.0236022193450309,0.0197078263402517,0.0449122616654482,0.057278087247288
8W,2022-11-08,2023-01-03,90.76800597741827,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[5.7692, 11.5385, 10.8974, 9.6154, 12.8205, 17.9487, 18.5897, 26.2821, 28.8462]",0.0137204659873293,0.0131064080829517,0.0397896910647679,0.0745283437915291
8W,2018-12-31,2019-02-26,90.5780069316521,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[27.5641, 22.4359, 20.5128, 17.9487, 21.7949, 26.9231, 26.2821, 41.6667, 40.3846]",-0.0111931947416397,0.0121448403659274,0.0129185331331984,0.0366110654542461
8W,2012-01-03,2012-02-28,90.56828712503876,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[0.813, 0.8065, 3.2, 4.7619, 17.3228, 25.7812, 20.155, 30.7692, 45.0382]",0.0170166893344196,0.0414359663000858,0.028311629525533,0.1170844874321066
8W,2013-12-31,2014-02-25,90.4958510313728,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[3.8462, 5.7692, 6.4103, 7.0513, 16.6667, 14.1026, 21.7949, 32.6923, 48.0769]",0.0138144859233491,0.0410045929890328,0.0735411670663468,0.1173974313335461
8W,2022-12-06,2023-01-31,90.46995550485937,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[12.8205, 17.9487, 18.5897, 26.2821, 28.8462, 33.9744, 39.7436, 47.4359, 52.5641]",-0.0022752077969467,0.0116925594583949,0.0488123341911941,0.0905442529535798
8W,2013-09-03,2013-10-29,90.18529213286605,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[22.4359, 17.9487, 14.7436, 17.9487, 17.9487, 23.7179, 13.4615, 21.7949, 33.3333]",0.0020111368133146,0.0567163795537117,0.0460341766499805,-0.0473088164505134
8W,2022-11-15,2023-01-10,90.06624471722671,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[11.5385, 10.8974, 9.6154, 12.8205, 17.9487, 18.5897, 26.2821, 28.8462, 33.9744]",0.0173397973912767,0.0312981734789403,0.0318098849965633,0.0551358236924306
8W,2013-12-24,2014-02-18,90.02939734286687,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[1.2821, 3.8462, 5.7692, 6.4103, 7.0513, 16.6667, 14.1026, 21.7949, 32.6923]",0.0268196079689273,0.0583206861449945,0.0663285028616706,0.0992448576955502
8W,2021-03-16,2021-05-11,89.49193887943557,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[30.1282, 32.6923, 32.6923, 39.1026, 37.1795, 39.1026, 35.2564, 36.5385, 44.8718]",0.0338438866614505,0.0325646931462668,0.051368729670385,0.0608459784546531
8W,2017-01-03,2017-02-28,89.28695012190457,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[23.7179, 39.1026, 39.7436, 39.7436, 46.7949, 46.7949, 42.9487, 50.641, 68.5897]",0.0122020004734848,0.0234495878743159,0.0364057594645146,0.079455316470224
8W,2021-03-23,2021-05-18,89.24550614474663,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[32.6923, 32.6923, 39.1026, 37.1795, 39.1026, 35.2564, 36.5385, 44.8718, 51.9231]",0.0173756871234007,0.0518076345705205,0.0509199333335257,0.0829710104409862
8W,2019-04-16,2019-06-11,89.06678507131232,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[13.4615, 12.8205, 17.9487, 18.5897, 35.8974, 20.5128, 25.641, 53.2051, 62.1795]",0.0022668882761494,0.0390912843040049,0.0244844940431909,0.0422756953168681
8W,2014-10-14,2014-12-09,89.0523620296354,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[17.3077, 34.6154, 33.3333, 14.1026, 9.6154, 23.7179, 31.4103, 42.9487, 62.1795]",0.0269346648960091,0.028736133251715,0.0590814828749888,-0.0017023148731338
8W,2018-10-30,2018-12-24,88.9105440827439,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[7.0513, 8.3333, 5.1282, 8.3333, 7.6923, 16.0256, 17.3077, 19.8718, 26.2821]",0.0146494152605094,0.0206135559084281,0.0464828691362255,0.036725032971266
8W,2012-07-31,2012-09-25,88.72405548625963,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[4.5752, 1.2987, 1.2903, 8.9744, 17.9487, 21.7949, 27.5641, 32.6923, 42.9487]",-0.0026012076014654,0.0184778837612655,0.0583858678836632,0.0951878601851132
8W,2015-12-15,2016-02-09,88.6108473612539,"[20.5128, 25.641, 24.359, 20.5128, 26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[0.641, 1.9231, 1.2821, 4.4872, 8.9744, 9.6154, 16.6667, 24.359, 62.8205]",0.0633370879545096,0.0686458084620185,0.104181999013857,0.1277635936010763
